0.583904,-1.0978016,-0.5665094
0.11616648,2.0958502,0.90502167
0.7327576,0.72328055,-0.19190711
-1.1634091,0.6587387,0.38611576
-1.1488202,0.70972514,-0.656279
-0.47792566,-2.499905,-0.49892223
0.49473515,-1.2348135,-0.14643309
-1.0336373,1.6320747,0.58394396
-2.7673204,1.907623,1.0288209
1.5211078,2.8731272,-0.55556655
0.4016748,-1.1252921,-0.18600242
3.398538,-0.38096297,0.024297243
0.38234887,-0.21615444,-0.41491023
-2.2295425,0.9489364,-0.46358275
1.8378785,0.13996735,0.17501484
-0.13975559,0.2961743,-0.36061555
0.8988202,4.150798,0.54893905
-0.55833876,-1.8263377,2.1345868
-1.0169685,-2.2117686,-0.21380568
-0.084038,0.15868378,-1.6398098
-0.37241858,0.32521808,-3.0884917
-1.3847897,-0.3430896,-0.7170673
0.59291375,-0.82681876,0.3770788
-0.06235296,0.019991042,1.7574719
1.2471752,1.1955923,-0.1550539
-0.9520658,-0.94954437,-0.080775686
1.6222866,-0.2568044,-0.31568843
1.8191689,2.056919,0.65129656
-1.3995861,-1.3530159,-0.15248325
-0.25514635,-0.37811694,-0.9078914
1.2479889,0.34101453,0.9246304
0.7324789,-0.18606733,-0.16102473
-0.89948094,-0.68695915,-0.84424263
-0.019230569,3.3039582,0.606304
2.3079135,-1.9303921,-0.8204837
0.03971373,1.7373261,0.5454269
1.9834888,0.22052273,0.41783834
-4.0652037,-0.5649459,-0.6094354
-0.17534903,0.757257,-0.34076208
-0.04518837,0.4689304,-0.0107551
0.12385933,-0.58609265,1.7688048
-0.6052645,0.0950327,-1.202327
-0.058069635,-0.36108378,-1.0511272
0.110569626,-2.41329,-2.3353074
-3.4959474,1.9961354,-0.5274742
4.2772694,4.2331843,-0.0340474
1.2820858,2.1715095,-0.10359094
-3.0809934,0.050605454,-0.3493125
-2.3692465,-0.83277625,0.035931922
-1.2925469,0.6372696,-0.066000745
1.2337407,2.0932193,-1.9459249
-1.875163,3.1680768,0.19466235
-2.7845058,2.168326,-0.10607554
-0.17858575,2.0831695,0.44428712
-0.9756791,0.4503055,-0.1569021
-0.2620765,0.4740118,-0.21455461
1.159116,1.882905,0.8215831
3.0710077,0.8940036,0.66348356
1.1230503,1.8360704,-0.047734827
0.18156478,0.09725673,-0.70545787
-1.3546135,2.1840305,0.64597565
0.0958905,-0.48320025,0.8102039
1.4473768,0.6120849,-2.9775746
0.43791392,-0.06728943,1.4319239
-0.10449853,-0.5218744,1.5349257
1.9156106,-1.1650175,0.9172095
-1.4717158,-0.5489408,-0.1359848
-1.4503341,-0.46523568,0.16819239
0.87725586,-1.2047597,-1.5715297
-2.535888,-2.0718212,-0.7377777
1.9213145,-0.40759516,-2.9660225
0.51124674,-0.26868156,-0.41982067
-0.69921696,0.4783853,0.84716946
-3.553843,-2.3107567,0.27518752
0.67458653,-0.51660186,0.122624196
0.7753775,-0.0715795,1.8108078
0.23838672,0.5620791,-1.1173896
0.40549102,0.7158229,1.1065967
1.1576489,-0.020156488,0.05491069
1.7119396,-1.043839,0.069813125
-0.37837356,-0.6048233,-0.29295295
0.33505613,-0.28638726,-0.42869285
-0.21229401,0.095398776,-0.64608157
-0.070193216,1.9254036,0.111192316
0.48230374,-0.95211244,1.1482328
0.6983777,0.54875576,-0.867988
-0.2325918,-0.08135445,-0.29263276
-1.812928,2.2805493,0.18939196
-1.1301066,0.18850802,0.06312202
-0.022298554,-0.09921225,-0.044713285
0.06398003,0.009271329,-0.005319891
-0.8871542,-0.22480117,0.28226385
-3.6431353,-1.186511,-0.15022895
-1.43516,2.6689777,-0.18115254
1.2544992,-0.5887535,0.61194944
1.1292517,-0.5114752,0.2468155
1.461761,0.4286702,1.6708512
-0.5668149,3.5836158,-1.3515053
0.22816165,-1.10695,0.30746278
0.826545,-1.0248344,1.961398
1.085113,-0.14650638,-2.7850857
0.31973866,1.5227219,0.1464145
0.09425751,-0.9374614,-0.21172039
0.8566074,-1.475402,1.0927044
-0.040769506,0.01999206,-0.5546905
-1.4607525,-0.010978821,0.09761777
0.30744606,2.4675915,0.21445006
-0.2609598,-0.0076656197,1.259522
0.7774507,0.90529084,-1.7857286
-0.52640325,1.4710168,-0.95165
1.4666659,-0.8049762,0.6924665
-0.64520794,0.24638943,-0.70593375
-0.07581637,-0.4764505,0.113112085
-0.14634997,0.3406785,1.5413746
-0.121444225,-0.1382903,-0.15259537
3.234564,1.5277642,-0.44426882
-0.349424,3.678362,0.7811866
1.9333066,-0.37149087,-1.6435149
0.2890996,2.1439116,-0.14534354
-0.15090151,1.9454361,0.09898
-0.22424567,2.7527676,0.8927529
1.2154561,-0.51146436,-0.76888525
1.4581778,-1.8012121,0.33902258
-0.9094131,-1.615355,1.1736057
0.61384565,2.993634,0.493979
1.3495615,1.0512612,-0.93004084
-1.2238266,0.74097043,-0.31414598
0.7609356,1.0571749,1.8560436
1.0837891,-1.2188389,0.13796435
0.37718177,2.0462713,0.45261368
0.93039566,-2.0469813,-1.2390352
0.38653907,2.930265,0.4504972
-0.36438832,0.43697205,-0.3277815
1.908767,-0.34701923,0.22210641
0.3463566,-0.45692563,-0.31129184
2.5569227,0.7777299,-1.4216943
-0.7741732,-0.1592154,-1.2212882
-0.73155326,-0.4231678,1.287489
0.19991168,-0.2524273,-0.2940535
-0.04508182,-0.18940222,-0.27374613
1.4005562,-1.4990842,0.9471015
1.3111441,2.15827,0.37675503
1.2895648,0.5346623,-0.49996284
1.0117487,0.5864448,-0.45083725
1.4797128,0.5502722,1.1822532
0.7916246,0.013286446,1.008386
-1.3150871,1.4467373,-0.056466926
-1.7102612,-0.023741173,-0.034012973
0.8642607,-1.9834025,0.72185063
-0.9574138,-1.1520448,-0.0014813921
0.56888914,-1.8223068,1.2376297
0.47023267,1.0114492,1.0741084
1.0478808,0.03803166,-0.65144986
-0.7416903,-0.41769218,0.16948661
-1.1355069,-2.761283,0.34423319
-2.3351636,1.251556,1.0229117
1.3683763,0.9604006,-0.59319884
-1.3302983,-3.935092,0.66551626
-0.65583926,-2.0207336,-0.6324959
-1.3907092,2.1681201,0.71733636
1.1242087,-0.04979835,-0.24088256
2.0171742,2.9593816,0.24792184
-0.016636295,0.0026189238,-0.21511026
-0.77804494,-0.38316038,1.3484232
-0.06419369,2.4178894,0.51911485
-0.9421013,1.1255311,-1.3518696
-0.29273254,-0.6259091,1.5397716
-2.7898686,-1.1158696,0.2972387
-0.44175613,-1.1130862,-0.4243142
-0.021570286,-0.3476727,-1.5028486
0.41730273,1.4553776,-0.11019748
-0.16705461,-0.10668118,-0.118943706
-1.5951607,-1.84089,0.11438898
-2.7227404,0.7286979,0.36248696
-0.08292518,-0.60608405,-0.2174627
-1.2649363,-1.30712,-0.2846433
1.2677819,-0.5477969,0.036143497
-0.038660023,-0.17656012,-0.39492458
4.1382713,-2.157906,-0.15301535
-0.19624983,-0.50891215,-0.79670495
2.2863934,-0.61136097,0.17711712
0.14087006,2.4485543,0.43335244
0.52829236,1.1302933,-0.4928958
-0.2044806,0.17936774,-0.23861279
-0.7188686,1.1115416,-0.1427711
-1.0064604,-4.0662813,0.5042296
-1.4500839,-0.0010233958,0.85167885
0.36424407,-0.39540848,-0.321712
1.985565,-2.5261686,4.0488334
2.1036046,-1.6100689,-0.8798869
1.3849753,-2.7999995,1.8449448
0.08405407,-0.9058396,-0.03163798
-1.2523929,-0.7431727,1.9017951
-0.2758976,0.7647537,-0.66772014
-0.13899708,0.7131643,-0.85165614
0.39317638,0.034817386,-1.2806107
0.89829665,0.2647864,2.0118616
1.2926255,2.6797504,2.8720863
1.0920745,-0.009431892,0.8170198
2.6310961,-0.5408675,0.18428402
1.3400787,-0.28460744,-0.3402774
0.5913659,-1.2476995,1.6129738
1.574957,1.7968392,-0.30299887
-0.43570662,-0.5540096,0.025508748
1.3014624,-0.17906652,-0.02062143
-0.9258492,0.1856761,2.1722972
1.1971699,1.46097,-1.0357045
-1.4561595,-0.8886177,-0.90363914
3.5221674,-1.2491511,-0.03098846
-0.31815624,-0.959571,0.291683
2.6669838,-2.6064305,-0.7690242
1.2829583,2.7316864,0.47898388
1.6151254,-0.41225284,0.037140623
0.33628607,0.41983846,-0.47507772
0.055386763,2.9352353,0.7838155
-0.06991197,-0.13264856,-0.110846795
2.557427,1.946362,0.12454441
2.0282583,-1.1333085,1.3081971
-2.389423,0.29986078,-1.1518645
-1.8154423,1.0258386,0.25584954
0.3707913,-0.3138964,-0.24395446
-1.502004,-0.6347547,0.5474773
-1.2087325,1.0227128,-0.39397353
1.9731736,-0.2126446,-0.2648561
0.16190706,-1.3875808,0.64770013
2.4408276,-2.8726418,-0.2960095
-0.5497353,-0.056804046,-0.07471365
1.6119579,1.5211599,0.32757294
-1.8333523,-2.0851557,0.2286516
-0.99828166,-0.37133753,-0.019031668
-0.09190782,1.8398554,-0.071535654
-0.99531853,1.9387505,0.5583859
-0.050389394,-0.09988627,2.9086509
-0.18305776,-0.29267222,-0.31345314
-0.8106618,-0.7513408,1.9727484
2.3786464,3.6442466,1.1439108
1.6174966,0.055406462,0.12889928
-1.1022729,0.9216774,0.1966269
-0.070805036,-0.07805698,-0.11200014
1.2240689,1.5391712,-0.4604488
2.4109285,1.0104557,-0.7916451
-1.8266064,-1.3170677,-0.12532072
1.7217917,-0.88703346,0.3023038
1.1571058,-2.0704358,-1.5289075
4.2011476,-2.122803,0.16174503
1.0315877,0.96624494,3.2695181
-0.90016025,0.6600394,0.16399196
-0.17035851,-0.20590653,-0.2520709
-0.61920565,0.9907084,-1.4115242
2.3024993,0.98933965,-1.3830198
-0.5272263,-0.009408972,1.7056495
0.7153932,1.8837405,0.08007014
-0.9805798,-1.1850872,2.4043102
0.21908432,-0.044661798,0.52577657
-1.10229,1.4410956,0.04464752
-0.25103876,-0.09191227,-0.0970174
-0.82217306,0.9929869,-0.7044383
-1.789997,1.2857496,0.046821155
2.9677591,0.9800025,-1.3348267
-0.82573515,0.5573261,-0.1777496
-1.2519323,-0.85555756,0.8131517
-1.6550918,0.4881621,-0.659697
0.37626013,2.0304546,0.18014812
1.0891191,-0.7288538,-0.74964863
0.26956868,0.36077413,-0.79032034
3.382876,-2.9123673,0.61762065
-0.7754683,-1.3320296,-0.13726489
1.105791,1.3057114,-0.1144289
-0.46467036,3.9407868,-1.120334
1.2018833,4.80622,0.13507865
-0.57733625,-1.0335078,0.22280586
-0.12063192,-0.33299032,-0.15248443
-1.3324902,1.218395,-0.73189783
-2.936589,3.4981158,0.029090948
-1.0002064,-1.2118875,-0.16426247
-0.2939856,0.071436636,-0.875672
-0.6231156,-0.40535814,1.160906
-0.5075249,-1.0232221,4.625867
4.7726817,0.41562164,-1.328605
0.2199968,-1.5562603,0.615282
1.0449952,1.04096,-0.5160621
-0.8253059,-0.22516946,-1.1534255
-0.7712357,-1.0002488,-0.69747406
0.13887148,5.0334764,-0.09297797
-0.94475067,0.77427495,1.3186371
-1.7579452,-1.3072243,-2.3491828
1.9285526,-0.17774874,0.31456792
-0.7830607,0.35723513,-0.62524164
0.02346147,-1.1721705,0.47137806
1.6349307,-1.8888525,0.7395325
1.7421833,-0.2887474,0.3050245
-3.537709,-1.1662593,0.042007625
-1.3294643,0.9659914,-0.20683755
-1.4238878,1.39901,0.5937953
0.44881636,0.49984407,-0.41110665
0.9992419,-0.1456369,-0.040393587
1.1587787,-0.5113599,0.031097246
-1.0762823,0.6013793,-0.03172172
1.085466,-0.41413397,0.9304115
-0.4808297,2.800956,0.5578366
